ID,Description
1972,"The most elusive and charismatic of the Xephyr bunch, this gorgeous toy even has stuffed fire sewn onto it, making it quite unique. Funded by Lynke."
1973,Straight from the sky and into your heart! This lively plushie will look wonderful in any collection. (Funded by Lynke!)
1974,"Fiesta! You can whack this fellow to your heart's content, but he doesn't dispense candy; he's just a replica after all. Good for hugs and squishes. (Funded by Lynke!)"
1975,"Untz untz untz! He plays techno when you squeeze his paw, and his limbs are fully posable. The coolest Xephyr plushie by far! (Funded by Lynke!)"
1976,"This item will add 10 plot points to your account, to spend in the Plot Store! (You need to complete Plot #1:Cecies Disappearance before you can use this item)"
1977,"This item will add 25 plot points to your account, to spend in the Plot Store! (You need to complete Plot #1:Cecies Disappearance before you can use this item)"
1978,"This item will add 100 plot points to your account, to spend in the Plot Store! (You need to complete Plot #1:Cecies Disappearance before you can use this item)"
1979,What pyromaniac wouldn't want their Pet to breathe fire? Funded by Tilas.
1980,Chillax with your Pet after using this 1960s themed Snow Jar. Funded by Kirsty.
1981,A stripey bed-friend for night or day! Commemorative Item for Ruichi.
1982,Essential for anyone who wants to travel into space.
1983,"Even though this gun is great for pretending to be an intergalactic space hero, keep in mind it's a dangerous weapon."
1984,Get a taste of the galaxy with this yummy treat.
1985,Fly through space in your own home with this enjoyable rocket.
1986,The official wishing handbook! You'll be wishing like a boss in no time.
1987,This soft Space Wulfer will always be your friend when you travel the galaxy.
1988,This tasty lollipop looks just like Saturn but it is lemon flavored!
1989,"Stick them on your pets, stick then on the wall, stick them all over your face."
1990,You need to read this book before ever thinking about going into a Black Hole.
1991,This tasty cookie is now 97% moon dust free
1992,Whoever lost their rocketship would not be happy to see it stuck in this Ice Cube.
1993,Transform your Pet into a Space colour with a Snow Jar that's out of this world!
1994,
1995,A cute little stuffed Sharshel to take home with you! Won't you hug him?
1996,"This plushie is scented, isn't that amazing? Smells like fresh oranges."
1997,The colour yellow can help you focus on your studies. Put this Plushie on your desk before you do your homework!
1998,This adorable green Sharshel will look great next to your other plushies.
1999,Made with waterproof fabric perfect for enjoying this amphibious Plushie outdoors.
2000,"The most basic of Sharshels, but sweet and cuddly nonetheless."
2001,A soft purple Sharshel plushie to add to your collection.
2002,Real Sharshels are pink!
2003,A very natural plushie. It doesn't taste like chocolate.
2004,"A bit monotone, but at least it has the trademark brown shell."
2005,A shadowy plushie perfect for use as the ninja during playtime!
2006,A pristine white Sharshel that will only stay that way if collected properly and not played with.
2007,A vibrant plushie just bursting with personality!
2008,"Calm and composed, this lovely toy blends in well in a pack of snow leopards."
2009,"Are Ice pets the mascots of Icepets? Either way, this chilly Sharshel is happy to be friends with you!"
2010,"Now, no one will know if your Pet is evil! Funded by Zanthia."
2011,You might just keep this Snow Jar instead of using it on your Pet; it's so adorable! Funded by Abi.
2012,"Whether you're a computer wiz or a robot fanatic, you're sure to nerd out over the digital look this Snow Jar will give your pet. Funded by Tokcando."
2013,
2014,This mystical item will allow you to change the gender of your active pet to either male or female. It is a single use item and will be removed from your inventory once used.
2015,This Universal Hacking Device (UHD for short) is a single-use device that will allow you to hack certain icepets features to make them better. Please note that hacked features will remain hacked for the lifetime of your account.
2016,
2017,An IcePet dreams of becoming a Tech Traptur. Commemorative Item for Brose.
2018,"Use this beautiful Snow Jar to get a floating, crystal-loving Pet! Funded by seismitoad."
2019,This little cup of coffee will warm your heart with the Zabeu inspired cream pattern. Funded by Soot.
2020,Turn your Pet into a candy filled Makoat with this Pinata Makoat Morphing Potion!
2021,Want your Pet to chill out and love the world? Look no further than this 60s Traptur Morphing Potion! Funded by Kirsty.
2022,Love candy? Love Ridixes? This Morphing Potion will fulfill every last one of your dreams.^_^ Funded by Read.
2023,"This Morphing Potion will change your Pet into an Angelic Makoat. A lovely reminder of those who have left this world, but remain in our hearts. Funded by Soot."
2024,A spooky book all about the amazing Phantasmoire pets! Funded by Wonderrabbit.
2025,Hear a wispy hoot? It's just this batty little plushie. Funded by Wonderrabbit.
2026,Sure you wanna eat this? I guess it might taste good...Funded by Wonderrabbit.
2027,A strange delicacy dipped in the finest of chocolate.Funded by Wonderrabbit.
2028,"Meow! An adorable Ice Cube featuring everyone's favorite witch cat, the Phantasmoire Ridix. Funded by Wonderrabbit."
2029,A delicious and festive dessert only served for the Phantasmoire celebrations. Funded by Wonderrabbit.
2030,"This stamp sure looks yummy, now let's go trick or treating!Funded by Wonderrabbit."
2031,A cute addition to any Phantasmoire attire. Funded by Wonderrabbit.
2032,"A dark, vicious blade that is capable of warping a pet to another dimension with a single swing. Funded by Wonderrabbit."
2033,See what spooky prize is within this Spooky present!
2034,This hissing cat plushie doesn't look too cuddly!
2035,The pumpkin plushie that always smiles back.
2036,This carved pumpkin plushie looks a little batty!
2037,Even this pumpkin plushie is dressed up in the spirit of Phantasmoire!
2038,This lonely ghost plushie just wants to be loved.
2039,Just because he's dead doesn't mean he can't be dapper!
2040,No one can figure out if this plushie's supposed to be scary or funny.
2041,Your pets love to share. Use this to let all your pets eat the contents of this bag (and get full!)
2042,Equip this to your pet to start knocking on other users doorstep.
2043,"Run! It's a ghost! Oh wait, no, it's just your pet."
2044,"If I were your pet, I wouldn't drink that stuff. Gross!"
2045,Take a trip to the wild by morphing your Pet into a cheetah like Ridix! Funded by Hiskey.
2046,"Eep, such a scary Xephyr!"
2047,An adorable plushie of the enigmatic red panda. Funded by Read.
2048,Squeak squeak! This lovable plushie will steal your heart! Funded by Read.
2049,"Bound to be an instant favorite, this popular plushie is large and soft. Funded by Read."
2050,"Not your usual plushie to be sure, but very detailed and collectable nonetheless. Funded by Read."
2051,Arf arf! What a cutie! Funded by Read.
2052,"This majestic animal might be some sort of icon to the Snowdrift Icepets, hmmm. Funded by Read."
2053,Look at those big ears! Gimme gimme gimme! Funded by Read.
2054,"Raccoons are cunning and talkative, and this plushie makes noise when you squeeze its paw. Funded by Read."
2055,Isn't he cute in his little tux? Funded by Read.
2056,"Soft and sweet, this little guy doesn't smell when squeezed, thankfully. Funded by Read."
2057,Who wouldn't want a squishy rodent as a Pet!? Funded by Jozial.
2058,Ready your Pet for a battle of the squishes with this Morphing Potion! Funded by Cloudkesh.
2059,Morph your Pet into the high flying fairy; the Fairy Dabu! Funded by Topplehat.
2060,The liquid stardust inside this Snow Jar will transform your Pet into an adorable Fairy.
2061,For when you want to rock on and party hard! Funded by Kirsty.
2062,"Non-alcoholic, we promise. Commemorative Item for Speedie."
2063,A striped scarf with frilly white ends.Funded by Read.
2064,This evil Plushie seems to be plotting something... Funded by Read for Wonderrabbit.
2065,Who wants to rave?This Plushie does!Funded by Read for Mystify.
2066,This Plushie appears to be floating in mid air...Funded by Read for animelov3367.
2067,"No worries, there are no bones in this Plushie.(:Funded by Read for Osteology."
2068,This adorable little spider is anything but creepy!Funded by Read for Soot.
2069,Can't think of what to write? Looks like you've got... Funded by Read for Brose.
2070,There's a bell on this collar so you'll always be able to locate your Makoat. Funded by Read for Nexinhah.
2071,Change your Pet into the ever-popular Rave colour with this glowing Snow Jar! Funded by Read for Hiskey.
2072,What's in this jug? Party juice. Funded by Tokcando.
2073,This candy heart has a message written on it. Give it to someone special to let them know how you feel about them.
2074,This candy heart has a message written on it. Give it to someone special to let them know how you feel about them.
2075,This candy heart has a message written on it. Give it to someone special to let them know how you feel about them.
2076,This candy heart has a message written on it. Give it to someone special to let them know how you feel about them.
2077,This beautiful piece of art is actually a Morphing Potion used to change your Pet into a Woodland Ori! Funded by Kirsty.
